Country_Name,Country_Code,Series_Name,Series_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cayman Islands,CYM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81139539.09,68007595.05,74328319.86,74938827.49,91108691.08,..,..
Central African Republic,CAF,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35895240.69,39068374.03,34526738.14,84146420.63,230704620.5,325634242.5,536658461.6,634021640.9,703396728,1154375492,1138654453,1144399891,1445486400,1818800409,2535727894,3227397144,3691050153,4750516841,6522444804,5642098501,6416884309,7225401424,6701606755,8151917956,8465742261,7822826434,7682191154,8536982363,9459612919,9668027384,8860471010,10468322193,10252632041
Chad,TCD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6000000,8000000,14000000,16000000,21000000,29000000,39000000,33000000,32000000,26000000,23000000,25800000,29700000,36200000,39900000,37100000,33900000,39200000,43600000,46800000,50000000,116800000,140000000,222800000,324200000,297470000,268598924,250600000,257124131.2,307300000,347500000,383708785.1,447500000,538619514.5,596536869.5,726289314.4,773559649.6,1072980132,1418818378,1614627539,1635419969,1730596607,1709057253,2034376888,1878506475,1511563046,1689634052,1324660664
China,CHN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,543000000,420000000,792000000,1280970000,1938000000,3114004041,3548126752,4496604796,5321253863,6634081020,8192067402,10319466356,11065271082,13039546459,14706108691,17748983437,21033078371,22613800782,22022366055,23979580208,28746479819,35782953953,34370466478,37870654560,46894697501,44474106058
Colombia,COL,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,8000000,7000000,10000000,1002980,6514260,8344910,8418480,4856600,8081640,7005120,5008000,..,11000000,11000000,11000000,12000000,10000000,7000000,7000000,10000000,10000000,12000000,13000000,19000000,17400000,18600000,19568950,28944760,60648380,60221550,61699170,69127270,74072082.03,77274090.82,80104996.09,77372537.11,87676363.28,122467029.3,140808115.2,347620984.4,470855703.1,510385125,615031453.1,753789593.8,947980078.1,1282431219,1401046313,1345633688,1257276813,1275576188,1412618281,1334981000,1122727656,1358180421,1567576146
Comoros,COM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,311737.4819,775837.4345,639722.2088,423791.1837,465764.0328,522475.4395,674544.2943,2060441.937,..
"Congo, Dem. Rep.",COD,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2100000,1900000,1900000,2600000,34300000,..,..,..,20300000,10736427.23,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3764729.768,..,..,32059475.89,7277800.306,..,..
Costa Rica,CRI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4200000,4500000,5700000,4300000,4100000,2900000,3600000,9100000,9600000,7900000,8600000,7600000,10000000,9100000,11000000,9200000,5500000,11000000,13400000,23570000,27190000,31970000,30796000,49833730,49021813.48,51154010,63871136,51358969,56875640,87482020,52944749.88,86390876.1,119400565.1,158855730.1,214778112,310560930.4,374402372.6,454698564.8,495827687.8,503368674.6,538240000,623646376.5,594092066.9,591453204,624290765.1,743019289.3
Cote d'Ivoire,CIV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10319419.07,9564997.89,21998032.3,21246859.01,20431903.47,17445634.8,18450982.19,17200746.2,3891114.524,2894134.251,2564225.311,2713440.371,3091086.087,10023144.29,10699559.93,11428526.66,12613368.95,..
Croatia,HRV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11718000,27172000,45820000,33302142.85,31062059.58,47156607.9,50405741.8,60522820.75,62512938.92,77182623.86,130643616,145414969.5,192496176.9,174577804,213320601.2,258616774.4,212636457.4,224741363.1,262289982.5,307359863.6,281192019.4,275975835.6,267800175.3,269102708.7,307566945.9,311309985.5,328799390.4,312130451.1,376123554.8,387783909.8
Cuba,CUB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25569832.4,22229050.28,29363128.49,29184357.54,26212290.5,28167597.77,27905027.93,26674949.93,25626188.44,25047718.75,33489919.09,..
Cyprus,CYP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,282132.1235,283244.646,237286.9039,210355.4205,189882.754,169956.4976,163251.3621,..,2702160.117,3000243.234,3436947.761,4366050.393,1507228.777,7340697.14,8041733.918,9955484.761,12156840.93,16727025.14,14788946.17,18152830.42,21364855.09,20725917.49,20199182.88,14987397.98,38640483.76,53379644.47,44655062.13,60437219.98,55607286.92,70969541.64,..,..,..,127245097.5,..,..,..,..,232194731.6,..,259717577.7,300267056.8,359414467.5,243886540
Czechia,CZE,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20381969.86,26272616.52,53328089.97,97954964.07,77861868.74,112645152.7,137439776.4,81725597.71,92705740.48,119236203.2,175866289.6,173666458.2,503693935.3,551382615.6,694050965.8,859173450.8,842489141.2,945086547.4,1179217303,1042852406,1160503560,1343830327,1227305475,1193119443,1243172655,1492994404,1511179525,1390422197,1614070192,1633672402
Denmark,DNK,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,887513470.9,948675334.3,885829978.1,1194906781,1379559872,1325847663,1412631900,1392512982,1735972102,1695330425,1530214735,1625778239,1488297357,1584730653,1528895648,1562906220,1714649845,1902986758
Djibouti,DJI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74074.07407,74074.07407,100000,100000,100000,81481.48148,103703.7037,92592.59259,92592.59259,207407.4074,103703.7037,207407.4074,400000,137037.037,118518.5185,107037.037,122962.963,64481.48148,80211.11111,113200,235233.3333,612340.7407,619140.7407,435029.6296,1242888.889,608970.3704,594080.7407,594080.7407,586672.2074,672686.2852,674278.8778,652481.8407,1098511.17,1098511.17,179356.1521,1035895.435,..
Dominican Republic,DOM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4600000,5600000,10200000,28500000,16100000,25300000,29800000,29700000,22000000,29600000,30100000,30100000,30800000,31500000,31900000,50700000,53400000,67100000,71400000,59200000,63700000,81400000,88900000,98400000,134000000,34600000,41500000,81900000,121400000,152300000
Early-demographic dividend,EAR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,6599997.762,7599997.762,8399996.643,15399993.85,15399993.85,28599989.37,28599989.37,34199987.13,40799984.9,42199984.34,49199981.54,51527375.68,69773980.21,82078851.9,80598373.09,116593108,182939838.6,273135217,313179652.9,640474378.9,575053367.7,883723007.4,960551877,985853106,877860093,820285919,873190092.5,892290268.7,934152774.4,1065745834,1194622733,1298182053,1230384517,1315125760,2158999526,1804964524,1940327940,2830917721,2755811364,3063812844,3178367909,3298368519,4879694677,5227274142,7106129768,7990080180,9011712564,10721711506,11961253618,12458660734,14291579355,15926730162,18031386079,18999305115,20380084519,20295130910,21675018148,23231393535,25253314863,24532462353,22926968475,26218331285,27714093894
East Asia & Pacific,EAS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12512715.44,14011801.03,36014106.07,38910772.33,62313610.56,211103759,194342794.7,226684075.8,242574882.9,341982192.9,388708592.2,545556873.8,675734863.6,938852678.6,2102335958,2411399951,2677814928,2852085543,2737131673,3283630751,5911931553,16333740798,16790411330,15938322678,20442199148,24079795019,24666966636,26434006600,30165354252,37938411910,42299013315,44932383358,49952582717,58979206784,59274292294,70782363162,76032511349,84206845726,87129473192,90186146121,82916693663,83509921627,91084519385,1.01499E+11,1.03134E+11,1.06519E+11,1.21883E+11,1.15588E+11
East Asia & Pacific (excluding high income),EAP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12512715.44,13011801.03,33014106.07,36910772.33,61313610.56,86003758.98,102142794.7,60484075.75,66774882.87,75782192.88,63108592.25,67556873.78,95434863.56,115552678.6,164879801.2,208645658.7,262119004.7,335690092.6,487117960.9,546571426.6,728938552.3,798912902.6,1505125568,1008578844,1972885279,2739242409,3676886338,5088691134,5883111398,8247013943,9603182714,10864942032,13150289085,15881208359,16400044101,19511730292,21709975236,25202087206,29319314013,30756881000,30015560095,31868887214,37574763748,45557074836,44635419096,46866797889,57521372772,55172268222
East Asia & Pacific (IDA & IBRD countries),TEA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12512715.44,13011801.03,33014106.07,36910772.33,61313610.56,86003758.98,102142794.7,60484075.75,66774882.87,75782192.88,63108592.25,67556873.78,95434863.56,115552678.6,164879801.2,208645658.7,262119004.7,335690092.6,487117960.9,546571426.6,728938552.3,798912902.6,1505125568,1008578844,1972885279,2739242409,3676886338,5088691134,5883111398,8247013943,9603182714,10864942032,13150289085,15881208359,16400044101,19511730292,21709975236,25202087206,29319314013,30756881000,30015560095,31868887214,37574763748,45557074836,44635419096,46866797889,57521372772,55172268222
Ecuador,ECU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4300000,11800000,12200000,13000000,22000000,28000000,20000000,25000000,30000000,42000000,45000000,45000000,35000000,36000000,37000000,38000000,38000000,45000000,50000000,53000000,68000000,64000000,68000000,70000000,62000000,52000000,43857142.86,43073979.59,43455357.14,42857302.3,44243378.51,45289183.04,46993142.57,47457318.4,54051146.24,65761531.27,90468876.14,125980953.7,110557408,72456488.63,63080134.42,91245028.74,180748000,138706508,139640396,213981045,221056929.3
"Egypt, Arab Rep.",EGY,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,508000000,97000000,40000000,364900000,392000000,328900000,401000000,360900000,171100000,165000000,108100000,182000000,159200000,240600000,321600000,284500000,226000000,231600000,344700000,327500000,241500000,213800000,187700000,254500000,298000000,294000000,297000000,343000000,..
El Salvador,SLV,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,720000,2520000,4440000,2840000,1400000,2349473.945,1620000,3400000,1780000,1270382.088,2245322.245,5143028.008,3447281.962,114563.941,2855647.042,228440.8909,..,..,20300000,20500000,22100000,20400000,22200000,17750000,30400000,27300000,24100000,33700000,26050000,31490000,39934371.44,54681828.7,71564697.09,68550429.24,70203548.96,136773816.8,138322271.5,88993637.94,97691759.79,97726353.84,111820409.2,123783408.8
Equatorial Guinea,GNQ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2807.017544,203086.9891,281121.134,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,777511.6161,1092875.395,2909349.75,4559578.552,6954200.261,5626623.121,7909800.996,11232525.44,14113255.15,..,..,..,..,..,49797157.79,45861418.97,60041345.41,74447963.38,61274606.29,49014653.79,61551392.44,43591116.46,51669819.03,62014803.52,66881559.96,63213681.88,56938618.96,78261754.95,64542862.55
Eswatini,SWZ,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,229999.9998,712569.946,770382.652,1709247.94,1381449.74,1884929.54,203351.5729,583306.2247,568919.9056,4764165.616,6070022.994,6748828.249,9314654.638,9995237.776,11921399.41,11474591.56,13428811.08,15574490.26,14591045.66,39269640.91,39254313.54,39902059.38,35064844.3,42800355.47,54075391.24,71181077.94,75601431.49,105433147.2,106405636.6,120988053.8,119690735.9,116340361.5,16308752.91,2678419.115,2362605.013,2006990.404,1811254.776,1424807.333,1097572.648,3173476.842,5333009.918,7837969.986,32785514.01,18885076.63,..
Ethiopia,ETH,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96618.35753,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31518.39887,..,..,52683.80061,316615.0033,101146.5583,396117.5584,88288.33945,450079.3329,575608.0438,844549.2813,2070545.555,1728785.563,2826017.047,993167.1947,2983179.514,2458491.293,538887.9529,2190854.732,3838616.245,1115301.752,9802537.589,26729370.57,3025656.188,2325743.277,7417441.476,..
Euro area,EMU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,65193370.12,73480662.93,101933701.6,124793370.1,550996115.7,660245054.4,835303161.8,928112997.5,1870636579,2005962869,2164800871,2572742777,3410567583,3879201515,3420167263,3304185808,3366808553,3290016349,3649408493,4953265390,6367165502,7642452087,7939142983,10616384216,10945348982,11428030679,11257353288,11669051704,13796195699,13701869367,13747703376,14571900423,16192688234,15280876061,15026665229,16117711783,19481104130,42496903179,68104548879,73694918594,84858498013,1.07602E+11,99842301927,1.02622E+11,1.1113E+11,1.0462E+11,1.19967E+11,1.48528E+11,1.8765E+11,1.60952E+11,1.71432E+11,1.87759E+11,1.91952E+11,1.91204E+11,2.16687E+11,2.19103E+11
Europe & Central Asia,ECS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,65193370.12,73480662.93,101933701.6,452452966.7,903120678.9,1068045186,1300341825,1501516207,2564069788,2732272495,2927147312,3478146638,4424806718,5099438471,4609814935,4408364142,4481342066,4496838181,4817681841,6526028599,8947177348,10726646615,11342860578,15115674917,15212183992,15933206508,15785425223,17381171288,20591004810,21899288973,21988202214,23412143210,26958576324,27544276458,26874260938,30134442202,35764004595,63369992318,94360538237,1.00888E+11,1.14924E+11,1.44066E+11,1.36851E+11,1.43911E+11,1.62196E+11,1.55938E+11,1.75055E+11,2.09564E+11,2.44657E+11,2.13678E+11,2.31433E+11,2.5394E+11,2.62314E+11,2.67893E+11,3.00219E+11,2.99762E+11
Europe & Central Asia (excluding high income),ECA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23840000,4430000,172900000,290290000,252125817.4,203481195.6,952925771.6,693870893.9,629544328.2,1241422421,1781148974,2554570651,3123467345,4354820260,6512087713,5784537814,6981590706,7887146839,9913813261,11901144929,11188467704,8406185761,8032647415,9048007294,10188643241,10934909442,11060144872,12220191089,9347351258
Europe & Central Asia (IDA & IBRD countries),TEC,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11718000,72012000,102250000,362202142.9,525352059.6,515282425.3,782886937.4,1613448592,1324383833,1348726952,2197066037,2917563944,3956341825,4846469230,6391110409,8889636925,7906438996,9899354070,11038853011,13005698321,15755140371,15310739722,11939433903,11825770202,13433611764,15101337873,15934444002,15793117765,17771651376,14689095679
European Union,EUU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,65193370.12,73480662.93,101933701.6,169253192.9,603669738.6,723238282.7,908575816.3,1036235108,1986618481,2143881723,2296888508,2716706452,3597268017,4082768727,3619657106,3524019727,3568721937,3515717172,3934892191,5382046269,6815749787,8236657466,8611669047,11395084019,11675872828,12174932733,11918516227,12593530899,15021489543,15126547330,15209863543,16168701619,18305314500,17283500054,16908937546,18315587504,22376967114,46306353464,73598226732,79847269317,92160471958,1.16788E+11,1.08141E+11,1.11223E+11,1.20973E+11,1.14512E+11,1.31732E+11,1.61522E+11,2.00398E+11,1.72526E+11,1.85445E+11,2.02479E+11,2.08901E+11,2.09844E+11,2.38777E+11,2.44573E+11
Faroe Islands,FRO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2800000,2870000,2640000,3090000,2990000,3150000,4244159.265,3073552.786,3695374.322,8655537.669,9562965.154,8969394.357,7676053.081,9076741.924,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,717136.3151,481480.6182,1460300.327,1002151.589,751638.7778,1182293.695,981659.3273,1626870.292,2448440.705,1344026.504,886338.0469,2358318.627,2569654.105,2337084.68,3169561.278,3916729.28,5975266.753,8092808.463,6688794.481,6344078.05,6117035.769,2276712.592,2572793.656
Finland,FIN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49016903.24,54085821.68,53530691.02,57600186.31,69019937.85,87959823.25,93673700.24,89499618.33,92217645.03,102223867.4,116074806.5,153010354.2,208153042.8,244563866.6,269655817.2,316693261.7,311622807.2,270647259.3,325487457.2,324558642.7,389212320.2,465429923.8,504312604.9,411408467.7,375327800.7,565058183.8,533700641.7,605924790.1,616276302.2,800565236.1,1122659918,..,..,2253386655,1477245036,1508665558,1576638925,1774389256,1917947814,1178587922,832316827.1,876927845,1022698642,1066485645,1000220941,1209456424,1110538038,1062799683
Fragile and conflict affected situations,FCS,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,413825.3784,9444298.772,7399739.647,10286597.47,68503853.06,94695798.45,44162962.67,28026832.48,10302447.49,7720919.244,9598568.225,7154285.856,8418472.585,6257830.896,8671591.195,40561223.31,8126613.838,9038947.581,6925795.513,1786214.975,5045597.378,150868978.5,95629057.26,191272176.2,854086770.5,446336589,326462928.5,538511183.5,504886796,805315271.2,813283121.6,1259412482,1351890090,1299770008,1433458182,1447983247,1455463901,1846990257,1612120398,1373951716,1385222102,801567909.7,969977045.7,985974037.1,790543039.1,1037297379,518636440.6
France,FRA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,515801619.7,583726698.8,546609901.2,680438885.3,806667403.5,1028041878,945696301.1,905672553,911767138.5,882858798.7,981903449.7,1234368095,1593555979,1720570808,1416909594,1628676371,1748149931,2072778758,1798053452,1908824535,2320297933,2652879848,2476558276,2717179167,4500823923,4416719402,4095839453,4547619885,5154463499,5800016169,6182912479,7028743115,7672468333,10435073227,8387238481,10014878126,10545784932,8754182545,11054534501,12764952188,15660393096,14758389447,15849154072,14350603897,12396256258,12505733388,13127793210,12797988675
French Polynesia,PYF,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1553675.587,1872659.825,1716861.907,1486368.219,1577287.841,731320.1793,1722481.01,2833258.433,3268450.686,3759330.015,3509026.284,3246825.462,3018578.405,3475548.623,3333941.191,..,..,..,..,..,..
Gabon,GAB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7144248.79,6753653.31,10685440,10601494.04,5671521.36,5320755.08,5023551.11,4871460.38,8403513.81,8559176.97,7404609.48,7956804.44,7590401.93,13438271.71,19348328.75,6985876.37,19491612.75,24691784.03,27053208.22,40652755.9,54890643.85,61629499.6,..
Germany,DEU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,423474020.1,493347292.3,624130653.4,669979669.5,836978364.6,805220102.9,986661567.9,1187406866,1371790483,1445858316,1185984547,1116646533,1183812410,1116476702,1213984364,1927426971,2456301273,2743678015,3027419866,3797381850,3996032725,4154722544,4042917736,4170740415,5229593331,4687826794,4961800846,4904364198,4394913908,4414303164,4317017245,3545971639,4116085265,4514202955,7208115338,7082602231,7499376291,8632835619,7008622136,7115326142,7405166332,6396891368,8696432170,10729008199,10117945574,11295106926,14364977912,16367799982,16959534532,17296745186,21573906540,19844477984
Ghana,GHA,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2836392,3500000,3700000,3500000,300000,100000,200000,100000,100000,100000,200000,200000,500000,900000,900000,700000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44881239.68,189994769.1,156694904.5,237098204.2,..
Gibraltar,GIB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
